;;;;;Data Destinasi Nasional;;;;;;
No;CODING ACUAN;DEST;SYS-CODE;"3
Code";PROVINSI;KABUPATEN / KOTA;NAMA KAB/KOTA;KECAMATAN;KELURAHAN;kode pos; ZONA 
18819;CLG10000;CLG20509;CLG20509;CLG;Banten;Kab.;Serang;Ciruas;Pamong;42182;C
18820;CLG10000;CLG20509;CLG20509;CLG;Banten;Kab.;Serang;Ciruas;Pelawad;42182;C
18821;CLG10000;CLG20509;CLG20509;CLG;Banten;Kab.;Serang;Ciruas;Penggalang;42182;C
18822;CLG10000;CLG20509;CLG20509;CLG;Banten;Kab.;Serang;Ciruas;Pulo;42182;C
18823;CLG10000;CLG20509;CLG20509;CLG;Banten;Kab.;Serang;Ciruas;Ranjeng;42182;C
18824;CLG10000;CLG20509;CLG20509;CLG;Banten;Kab.;Serang;Ciruas;Singamerta;42182;C
18825;CLG10000;CLG20510;CLG20510;CLG;Banten;Kab.;Serang;Jawilan;Bojot;42177;C
18826;CLG10000;CLG20510;CLG20510;CLG;Banten;Kab.;Serang;Jawilan;Cemplang;42177;C
18827;CLG10000;CLG20510;CLG20510;CLG;Banten;Kab.;Serang;Jawilan;Jawilan;42177;C
18828;CLG10000;CLG20510;CLG20510;CLG;Banten;Kab.;Serang;Jawilan;Junti;42177;C
18829;CLG10000;CLG20510;CLG20510;CLG;Banten;Kab.;Serang;Jawilan;Kareo;42177;C
18830;CLG10000;CLG20510;CLG20510;CLG;Banten;Kab.;Serang;Jawilan;Majasari;42177;C
18831;CLG10000;CLG20510;CLG20510;CLG;Banten;Kab.;Serang;Jawilan;Pagintungan;42177;C
18832;CLG10000;CLG20510;CLG20510;CLG;Banten;Kab.;Serang;Jawilan;Parakan;42177;C
18833;CLG10000;CLG20510;CLG20510;CLG;Banten;Kab.;Serang;Jawilan;Pasirbuyut;42177;C
18834;CLG10000;CLG20511;CLG20511;CLG;Banten;Kab.;Serang;Kibin;Barengkok;42185;C
18835;CLG10000;CLG20511;CLG20511;CLG;Banten;Kab.;Serang;Kibin;Ciagel;42185;C
18836;CLG10000;CLG20511;CLG20511;CLG;Banten;Kab.;Serang;Kibin;Cijeruk;42185;C
18837;CLG10000;CLG20511;CLG20511;CLG;Banten;Kab.;Serang;Kibin;Ketos;42185;C
18838;CLG10000;CLG20511;CLG20511;CLG;Banten;Kab.;Serang;Kibin;Kibin;42185;C
18839;CLG10000;CLG20511;CLG20511;CLG;Banten;Kab.;Serang;Kibin;Nagara;42185;C
18840;CLG10000;CLG20511;CLG20511;CLG;Banten;Kab.;Serang;Kibin;Nambo Ilir;42185;C
18841;CLG10000;CLG20511;CLG20511;CLG;Banten;Kab.;Serang;Kibin;Sukamaju;42185;C
18842;CLG10000;CLG20511;CLG20511;CLG;Banten;Kab.;Serang;Kibin;Tambak;42185;C
18843;CLG10000;CLG20512;CLG20512;CLG;Banten;Kab.;Serang;Kopo;Babakan Jaya;42178;C
18844;CLG10000;CLG20512;CLG20512;CLG;Banten;Kab.;Serang;Kopo;Carenang Udik;42178;C
18845;CLG10000;CLG20512;CLG20512;CLG;Banten;Kab.;Serang;Kopo;Cidahu;42178;C
18846;CLG10000;CLG20512;CLG20512;CLG;Banten;Kab.;Serang;Kopo;Gabus;42178;C
18847;CLG10000;CLG20512;CLG20512;CLG;Banten;Kab.;Serang;Kopo;Garut;42178;C
18848;CLG10000;CLG20512;CLG20512;CLG;Banten;Kab.;Serang;Kopo;Kopo;42178;C
18849;CLG10000;CLG20512;CLG20512;CLG;Banten;Kab.;Serang;Kopo;Mekarbaru;42178;C
18850;CLG10000;CLG20512;CLG20512;CLG;Banten;Kab.;Serang;Kopo;Nanggung;42178;C
18851;CLG10000;CLG20512;CLG20512;CLG;Banten;Kab.;Serang;Kopo;Nyompok;42178;C
18852;CLG10000;CLG20512;CLG20512;CLG;Banten;Kab.;Serang;Kopo;Rancasumur;42178;C
18853;CLG10000;CLG20513;CLG20513;CLG;Banten;Kab.;Serang;Kragilan;Cisait;42184;C
18854;CLG10000;CLG20513;CLG20513;CLG;Banten;Kab.;Serang;Kragilan;Dukuh;42184;C
18855;CLG10000;CLG20513;CLG20513;CLG;Banten;Kab.;Serang;Kragilan;Jeruktipis;42184;C
18856;CLG10000;CLG20513;CLG20513;CLG;Banten;Kab.;Serang;Kragilan;Kendayakan;42184;C
18857;CLG10000;CLG20513;CLG20513;CLG;Banten;Kab.;Serang;Kragilan;Kragilan;42184;C
18858;CLG10000;CLG20513;CLG20513;CLG;Banten;Kab.;Serang;Kragilan;Kramatjati;42184;C
18859;CLG10000;CLG20513;CLG20513;CLG;Banten;Kab.;Serang;Kragilan;Pematang;42184;C
18860;CLG10000;CLG20513;CLG20513;CLG;Banten;Kab.;Serang;Kragilan;Sentul;42184;C
18861;CLG10000;CLG20513;CLG20513;CLG;Banten;Kab.;Serang;Kragilan;Silebu;42184;C
18862;CLG10000;CLG20513;CLG20513;CLG;Banten;Kab.;Serang;Kragilan;Sukajadi;42184;C
18863;CLG10000;CLG20513;CLG20513;CLG;Banten;Kab.;Serang;Kragilan;Tegalmaja;42184;C
18864;CLG10000;CLG20513;CLG20513;CLG;Banten;Kab.;Serang;Kragilan;Undar Andir;42184;C
18865;CLG10000;CLG20514;CLG20514;CLG;Banten;Kab.;Serang;Kramatwatu;Harjatani;42161;C
18866;CLG10000;CLG20514;CLG20514;CLG;Banten;Kab.;Serang;Kramatwatu;Kramatwatu;42161;C
18867;CLG10000;CLG20514;CLG20514;CLG;Banten;Kab.;Serang;Kramatwatu;Lebakwana;42161;C
18868;CLG10000;CLG20514;CLG20514;CLG;Banten;Kab.;Serang;Kramatwatu;Margasana;42161;C
18869;CLG10000;CLG20514;CLG20514;CLG;Banten;Kab.;Serang;Kramatwatu;Pamengkang;42161;C
18870;CLG10000;CLG20514;CLG20514;CLG;Banten;Kab.;Serang;Kramatwatu;Pegadingan;42161;C
18871;CLG10000;CLG20514;CLG20514;CLG;Banten;Kab.;Serang;Kramatwatu;Pejaten;42161;C
18872;CLG10000;CLG20514;CLG20514;CLG;Banten;Kab.;Serang;Kramatwatu;Pelamunan;42161;C
18873;CLG10000;CLG20514;CLG20514;CLG;Banten;Kab.;Serang;Kramatwatu;Serdang;42161;C
18874;CLG10000;CLG20514;CLG20514;CLG;Banten;Kab.;Serang;Kramatwatu;Teluk Terate;42161;C
18875;CLG10000;CLG20514;CLG20514;CLG;Banten;Kab.;Serang;Kramatwatu;Terate;42161;C
18876;CLG10000;CLG20514;CLG20514;CLG;Banten;Kab.;Serang;Kramatwatu;Tonjong;42161;C
18877;CLG10000;CLG20514;CLG20514;CLG;Banten;Kab.;Serang;Kramatwatu;Toyomerto;42161;C
18878;CLG10000;CLG20514;CLG20514;CLG;Banten;Kab.;Serang;Kramatwatu;Wanayasa;42161;C
18879;CLG10000;CLG20515;CLG20515;CLG;Banten;Kab.;Serang;Mancak;Angsana;42165;C
18880;CLG10000;CLG20515;CLG20515;CLG;Banten;Kab.;Serang;Mancak;Bale Kencana;42165;C
18881;CLG10000;CLG20515;CLG20515;CLG;Banten;Kab.;Serang;Mancak;Balekambang;42165;C
18882;CLG10000;CLG20515;CLG20515;CLG;Banten;Kab.;Serang;Mancak;Batukuda;42165;C
18883;CLG10000;CLG20515;CLG20515;CLG;Banten;Kab.;Serang;Mancak;Cikedung;42165;C
18884;CLG10000;CLG20515;CLG20515;CLG;Banten;Kab.;Serang;Mancak;Ciwarna;42165;C
18885;CLG10000;CLG20515;CLG20515;CLG;Banten;Kab.;Serang;Mancak;Labuhan;42165;C
18886;CLG10000;CLG20515;CLG20515;CLG;Banten;Kab.;Serang;Mancak;Mancak;42165;C
18887;CLG10000;CLG20515;CLG20515;CLG;Banten;Kab.;Serang;Mancak;Pasirwaru;42165;C
18888;CLG10000;CLG20515;CLG20515;CLG;Banten;Kab.;Serang;Mancak;Sangiang;42165;C
18889;CLG10000;CLG20515;CLG20515;CLG;Banten;Kab.;Serang;Mancak;Sigedong;42165;C
18890;CLG10000;CLG20515;CLG20515;CLG;Banten;Kab.;Serang;Mancak;Talaga;42165;C
18891;CLG10000;CLG20515;CLG20515;CLG;Banten;Kab.;Serang;Mancak;Waringin;42165;C
18892;CLG10000;CLG20515;CLG20515;CLG;Banten;Kab.;Serang;Mancak;Winong;42165;C
18893;CLG10000;CLG20516;CLG20516;CLG;Banten;Kab.;Serang;Pabuaran;Curug Sulanjana;42160;C
18894;CLG10000;CLG20516;CLG20516;CLG;Banten;Kab.;Serang;Pabuaran;Kadubeureum;42163;C
18895;CLG10000;CLG20516;CLG20516;CLG;Banten;Kab.;Serang;Pabuaran;Pabuaran;42163;C
18896;CLG10000;CLG20516;CLG20516;CLG;Banten;Kab.;Serang;Pabuaran;Pancanegara;42163;C
18897;CLG10000;CLG20516;CLG20516;CLG;Banten;Kab.;Serang;Pabuaran;Pasanggrahan;42163;C
18898;CLG10000;CLG20516;CLG20516;CLG;Banten;Kab.;Serang;Pabuaran;Sindangheula;42163;C
18899;CLG10000;CLG20516;CLG20516;CLG;Banten;Kab.;Serang;Pabuaran;Sindangsari;42163;C
18900;CLG10000;CLG20516;CLG20516;CLG;Banten;Kab.;Serang;Pabuaran;Talaga Warna;42163;C
18901;CLG10000;CLG20516;CLG20516;CLG;Banten;Kab.;Serang;Pabuaran;Tanjungsari;42163;C
18902;CLG10000;CLG20517;CLG20517;CLG;Banten;Kab.;Serang;Padarincang;Barugbug;42168;C
18903;CLG10000;CLG20517;CLG20517;CLG;Banten;Kab.;Serang;Padarincang;Batukuwung;42168;C
18904;CLG10000;CLG20517;CLG20517;CLG;Banten;Kab.;Serang;Padarincang;Bugel;42168;C
18905;CLG10000;CLG20517;CLG20517;CLG;Banten;Kab.;Serang;Padarincang;Cibojong;42168;C
18906;CLG10000;CLG20517;CLG20517;CLG;Banten;Kab.;Serang;Padarincang;Ciomas;42168;C
18907;CLG10000;CLG20517;CLG20517;CLG;Banten;Kab.;Serang;Padarincang;Cipayung;42168;C
18908;CLG10000;CLG20517;CLG20517;CLG;Banten;Kab.;Serang;Padarincang;Cisaat;42168;C
18909;CLG10000;CLG20517;CLG20517;CLG;Banten;Kab.;Serang;Padarincang;Citasuk;42168;C
18910;CLG10000;CLG20517;CLG20517;CLG;Banten;Kab.;Serang;Padarincang;Curug Goong;42168;C
18911;CLG10000;CLG20517;CLG20517;CLG;Banten;Kab.;Serang;Padarincang;Kadu Kempong;42168;C
18912;CLG10000;CLG20517;CLG20517;CLG;Banten;Kab.;Serang;Padarincang;Kadubeureum;42168;C
18913;CLG10000;CLG20517;CLG20517;CLG;Banten;Kab.;Serang;Padarincang;Kalumpang;42168;C
18914;CLG10000;CLG20517;CLG20517;CLG;Banten;Kab.;Serang;Padarincang;Kramatlaban;42168;C
18915;CLG10000;CLG20517;CLG20517;CLG;Banten;Kab.;Serang;Padarincang;Padarincang;42168;C
18916;CLG10000;CLG20518;CLG20518;CLG;Banten;Kab.;Serang;Pamarayan;Binong;42179;C
18917;CLG10000;CLG20518;CLG20518;CLG;Banten;Kab.;Serang;Pamarayan;Damping;42179;C
18918;CLG10000;CLG20518;CLG20518;CLG;Banten;Kab.;Serang;Pamarayan;Kampung Baru;42179;C
18919;CLG10000;CLG20518;CLG20518;CLG;Banten;Kab.;Serang;Pamarayan;Kebon Cau;42176;C
18920;CLG10000;CLG20518;CLG20518;CLG;Banten;Kab.;Serang;Pamarayan;Pamarayan;42179;C
18921;CLG10000;CLG20518;CLG20518;CLG;Banten;Kab.;Serang;Pamarayan;Pasir Kembang;42179;C
18922;CLG10000;CLG20518;CLG20518;CLG;Banten;Kab.;Serang;Pamarayan;Pasirlimus;42179;C
18923;CLG10000;CLG20518;CLG20518;CLG;Banten;Kab.;Serang;Pamarayan;Pudar;42179;C
18924;CLG10000;CLG20518;CLG20518;CLG;Banten;Kab.;Serang;Pamarayan;Sangiang;42179;C
18925;CLG10000;CLG20518;CLG20518;CLG;Banten;Kab.;Serang;Pamarayan;Wirana;42179;C
18926;CLG10000;CLG20519;CLG20519;CLG;Banten;Kab.;Serang;Petir;Bojong Nangka;42172;C
18927;CLG10000;CLG20519;CLG20519;CLG;Banten;Kab.;Serang;Petir;Cirangkong;42172;C
18928;CLG10000;CLG20519;CLG20519;CLG;Banten;Kab.;Serang;Petir;Cireundeu;42172;C
18929;CLG10000;CLG20519;CLG20519;CLG;Banten;Kab.;Serang;Petir;Kadugenep;42172;C
18930;CLG10000;CLG20519;CLG20519;CLG;Banten;Kab.;Serang;Petir;Kampung Baru;42172;C
18931;CLG10000;CLG20519;CLG20519;CLG;Banten;Kab.;Serang;Petir;Kubang Jaya;42172;C
18932;CLG10000;CLG20519;CLG20519;CLG;Banten;Kab.;Serang;Petir;Mekarbaru;42172;C
18933;CLG10000;CLG20519;CLG20519;CLG;Banten;Kab.;Serang;Petir;Nagara Padang;42172;C
18934;CLG10000;CLG20519;CLG20519;CLG;Banten;Kab.;Serang;Petir;Padasuka;42172;C
18935;CLG10000;CLG20519;CLG20519;CLG;Banten;Kab.;Serang;Petir;Petir;42172;C
18936;CLG10000;CLG20519;CLG20519;CLG;Banten;Kab.;Serang;Petir;Sanding;42172;C
18937;CLG10000;CLG20519;CLG20519;CLG;Banten;Kab.;Serang;Petir;Seuat;42172;C
18938;CLG10000;CLG20519;CLG20519;CLG;Banten;Kab.;Serang;Petir;Seuat Jaya;42172;C
18939;CLG10000;CLG20519;CLG20519;CLG;Banten;Kab.;Serang;Petir;Sindangsari;42172;C
18940;CLG10000;CLG20519;CLG20519;CLG;Banten;Kab.;Serang;Petir;Tambiluk;42172;C
18941;CLG10000;CLG20520;CLG20520;CLG;Banten;Kab.;Serang;Pontang;Domas;42192;C
18942;CLG10000;CLG20520;CLG20520;CLG;Banten;Kab.;Serang;Pontang;Kalapian;42192;C
18943;CLG10000;CLG20520;CLG20520;CLG;Banten;Kab.;Serang;Pontang;Keserangan;42192;C
18944;CLG10000;CLG20520;CLG20520;CLG;Banten;Kab.;Serang;Pontang;Kubang Puji;42192;C
18945;CLG10000;CLG20520;CLG20520;CLG;Banten;Kab.;Serang;Pontang;Linduk;42192;C
18946;CLG10000;CLG20520;CLG20520;CLG;Banten;Kab.;Serang;Pontang;Pontang;42192;C
18947;CLG10000;CLG20520;CLG20520;CLG;Banten;Kab.;Serang;Pontang;Pulo Kencana;42192;C
18948;CLG10000;CLG20520;CLG20520;CLG;Banten;Kab.;Serang;Pontang;Singarajan;42192;C
18949;CLG10000;CLG20520;CLG20520;CLG;Banten;Kab.;Serang;Pontang;Sukajaya;42192;C
18950;CLG10000;CLG20520;CLG20520;CLG;Banten;Kab.;Serang;Pontang;Sukanegara;42192;C
18951;CLG10000;CLG20520;CLG20520;CLG;Banten;Kab.;Serang;Pontang;Wanayasa;42192;C
18952;CLG10000;CLG20521;CLG20521;CLG;Banten;Kab.;Serang;Pulo Ampel;Argawana;42455;C
18953;CLG10000;CLG20521;CLG20521;CLG;Banten;Kab.;Serang;Pulo Ampel;Banyuwangi;42455;C
18954;CLG10000;CLG20521;CLG20521;CLG;Banten;Kab.;Serang;Pulo Ampel;Kedung Soka;42455;C
18955;CLG10000;CLG20521;CLG20521;CLG;Banten;Kab.;Serang;Pulo Ampel;Mangunreja;42455;C
18956;CLG10000;CLG20521;CLG20521;CLG;Banten;Kab.;Serang;Pulo Ampel;Margasari;42455;C
18957;CLG10000;CLG20521;CLG20521;CLG;Banten;Kab.;Serang;Pulo Ampel;Pulo Ampel;42455;C
18958;CLG10000;CLG20521;CLG20521;CLG;Banten;Kab.;Serang;Pulo Ampel;Pulo Panjang;42455;C
18959;CLG10000;CLG20521;CLG20521;CLG;Banten;Kab.;Serang;Pulo Ampel;Salira;42455;C
18960;CLG10000;CLG20521;CLG20521;CLG;Banten;Kab.;Serang;Pulo Ampel;Sumuranja;42455;C
18961;CLG10000;CLG20522;CLG20522;CLG;Banten;Kab.;Serang;Tanara;Bendung;42194;C
18962;CLG10000;CLG20522;CLG20522;CLG;Banten;Kab.;Serang;Tanara;Cerukcuk;42194;C
18963;CLG10000;CLG20522;CLG20522;CLG;Banten;Kab.;Serang;Tanara;Cibodas;42194;C
18964;CLG10000;CLG20522;CLG20522;CLG;Banten;Kab.;Serang;Tanara;Lempuyang;42194;C
18965;CLG10000;CLG20522;CLG20522;CLG;Banten;Kab.;Serang;Tanara;Pedaleman;42194;C
18966;CLG10000;CLG20522;CLG20522;CLG;Banten;Kab.;Serang;Tanara;Siremen;42194;C
18967;CLG10000;CLG20522;CLG20522;CLG;Banten;Kab.;Serang;Tanara;Sukamanah;42194;C
18968;CLG10000;CLG20522;CLG20522;CLG;Banten;Kab.;Serang;Tanara;Tanara;42194;C
18969;CLG10000;CLG20522;CLG20522;CLG;Banten;Kab.;Serang;Tanara;Tenjo Ayu;42194;C
18970;CLG10000;CLG20523;CLG20523;CLG;Banten;Kab.;Serang;Tirtayasa;Alang Alang;42193;C
18971;CLG10000;CLG20523;CLG20523;CLG;Banten;Kab.;Serang;Tirtayasa;Kebon;42193;C
18972;CLG10000;CLG20523;CLG20523;CLG;Banten;Kab.;Serang;Tirtayasa;Kebuyutan;42193;C
18973;CLG10000;CLG20523;CLG20523;CLG;Banten;Kab.;Serang;Tirtayasa;Kemanisan;42193;C
18974;CLG10000;CLG20523;CLG20523;CLG;Banten;Kab.;Serang;Tirtayasa;Laban;42193;C
18975;CLG10000;CLG20523;CLG20523;CLG;Banten;Kab.;Serang;Tirtayasa;Lontar;42193;C
18976;CLG10000;CLG20523;CLG20523;CLG;Banten;Kab.;Serang;Tirtayasa;Pontang Legon;42193;C
18977;CLG10000;CLG20523;CLG20523;CLG;Banten;Kab.;Serang;Tirtayasa;Puser;42193;C
18978;CLG10000;CLG20523;CLG20523;CLG;Banten;Kab.;Serang;Tirtayasa;Samparwadi;42193;C
18979;CLG10000;CLG20523;CLG20523;CLG;Banten;Kab.;Serang;Tirtayasa;Sujung;42193;C
18980;CLG10000;CLG20523;CLG20523;CLG;Banten;Kab.;Serang;Tirtayasa;Susukan;42193;C
18981;CLG10000;CLG20523;CLG20523;CLG;Banten;Kab.;Serang;Tirtayasa;Tengkurak;42193;C
18982;CLG10000;CLG20523;CLG20523;CLG;Banten;Kab.;Serang;Tirtayasa;Tirtayasa;42193;C
18983;CLG10000;CLG20523;CLG20523;CLG;Banten;Kab.;Serang;Tirtayasa;Wargasara;42193;C
18984;CLG10000;CLG20524;CLG20524;CLG;Banten;Kab.;Serang;Tunjung Teja;Bojong Catang;42174;C
18985;CLG10000;CLG20524;CLG20524;CLG;Banten;Kab.;Serang;Tunjung Teja;Bojong Menteng;42174;C
18986;CLG10000;CLG20524;CLG20524;CLG;Banten;Kab.;Serang;Tunjung Teja;Bojong Pandan;42174;C
18987;CLG10000;CLG20524;CLG20524;CLG;Banten;Kab.;Serang;Tunjung Teja;Kamuning;42174;C
18988;CLG10000;CLG20524;CLG20524;CLG;Banten;Kab.;Serang;Tunjung Teja;Malanggah;42174;C
18989;CLG10000;CLG20524;CLG20524;CLG;Banten;Kab.;Serang;Tunjung Teja;Pancarecang;42174;C
18990;CLG10000;CLG20524;CLG20524;CLG;Banten;Kab.;Serang;Tunjung Teja;Panunggulan;42174;C
18991;CLG10000;CLG20524;CLG20524;CLG;Banten;Kab.;Serang;Tunjung Teja;Sukasari;42174;C
18992;CLG10000;CLG20524;CLG20524;CLG;Banten;Kab.;Serang;Tunjung Teja;Tunjung Teja;42174;C
18993;CLG10000;CLG20525;CLG20525;CLG;Banten;Kab.;Serang;Waringin Kurung;Binangun;42453;B
18994;CLG10000;CLG20525;CLG20525;CLG;Banten;Kab.;Serang;Waringin Kurung;Cokopsulanjana;42453;B
18995;CLG10000;CLG20525;CLG20525;CLG;Banten;Kab.;Serang;Waringin Kurung;Kemuning;42453;B
18996;CLG10000;CLG20525;CLG20525;CLG;Banten;Kab.;Serang;Waringin Kurung;Melati;42453;B
18997;CLG10000;CLG20525;CLG20525;CLG;Banten;Kab.;Serang;Waringin Kurung;Sambilawang;42453;B
18998;CLG10000;CLG20525;CLG20525;CLG;Banten;Kab.;Serang;Waringin Kurung;Sampir;42453;B
18999;CLG10000;CLG20525;CLG20525;CLG;Banten;Kab.;Serang;Waringin Kurung;Sasahan;42453;B
19000;CLG10000;CLG20525;CLG20525;CLG;Banten;Kab.;Serang;Waringin Kurung;Sukabares;42453;B
19001;CLG10000;CLG20525;CLG20525;CLG;Banten;Kab.;Serang;Waringin Kurung;Sukadalem;42453;B
19002;CLG10000;CLG20525;CLG20525;CLG;Banten;Kab.;Serang;Waringin Kurung;Telaga Luhur;42453;B
19003;CLG10000;CLG20525;CLG20525;CLG;Banten;Kab.;Serang;Waringin Kurung;Waringinkurung;42453;B
19004;CLG10000;CLG20526;CLG20526;CLG;Banten;Kab.;Serang;Bandung;Babakan;42176;B
19005;CLG10000;CLG20526;CLG20526;CLG;Banten;Kab.;Serang;Bandung;Bandung;42176;B
19006;CLG10000;CLG20526;CLG20526;CLG;Banten;Kab.;Serang;Bandung;Blokang;42176;B
19007;CLG10000;CLG20526;CLG20526;CLG;Banten;Kab.;Serang;Bandung;Malabar;42176;B
19008;CLG10000;CLG20526;CLG20526;CLG;Banten;Kab.;Serang;Bandung;Mander;42176;B
19009;CLG10000;CLG20526;CLG20526;CLG;Banten;Kab.;Serang;Bandung;Panamping;42176;B
19010;CLG10000;CLG20526;CLG20526;CLG;Banten;Kab.;Serang;Bandung;Pangawinan;42176;B
19011;CLG10000;CLG20526;CLG20526;CLG;Banten;Kab.;Serang;Bandung;Pringwulung;42176;B
19012;CLG10000;CLG20527;CLG20527;CLG;Banten;Kab.;Serang;Gunungsari;Ciherang;42163;A
19013;CLG10000;CLG20527;CLG20527;CLG;Banten;Kab.;Serang;Gunungsari;Curug Sulanjana;42163;A
19014;CLG10000;CLG20527;CLG20527;CLG;Banten;Kab.;Serang;Gunungsari;Gunungsari;42163;A
19015;CLG10000;CLG20527;CLG20527;CLG;Banten;Kab.;Serang;Gunungsari;Kadu Agung;42163;A
19016;CLG10000;CLG20527;CLG20527;CLG;Banten;Kab.;Serang;Gunungsari;Luwuk;42163;A
19017;CLG10000;CLG20527;CLG20527;CLG;Banten;Kab.;Serang;Gunungsari;Sukalaba;42163;A
19018;CLG10000;CLG20527;CLG20527;CLG;Banten;Kab.;Serang;Gunungsari;Tamiang;42163;A
19019;CLG10000;CLG20528;CLG20528;CLG;Banten;Kab.;Serang;Lebak Wangi;Bolang;42181;A
19020;CLG10000;CLG20528;CLG20528;CLG;Banten;Kab.;Serang;Lebak Wangi;Kamaruton;42181;A
19021;CLG10000;CLG20528;CLG20528;CLG;Banten;Kab.;Serang;Lebak Wangi;Kebonratu;42181;A
19022;CLG10000;CLG20528;CLG20528;CLG;Banten;Kab.;Serang;Lebak Wangi;Kencana Harapan;42181;A
19023;CLG10000;CLG20528;CLG20528;CLG;Banten;Kab.;Serang;Lebak Wangi;Lebak Kepuh;42181;A
19024;CLG10000;CLG20528;CLG20528;CLG;Banten;Kab.;Serang;Lebak Wangi;Lebakwangi;42183;A
19025;CLG10000;CLG20528;CLG20528;CLG;Banten;Kab.;Serang;Lebak Wangi;Pegandikan (Pegantikan);42183;A
19026;CLG10000;CLG20528;CLG20528;CLG;Banten;Kab.;Serang;Lebak Wangi;Purwadadi;42181;A
19027;CLG10000;CLG20528;CLG20528;CLG;Banten;Kab.;Serang;Lebak Wangi;Terasbendung;42184;A
19028;CLG10000;CLG20528;CLG20528;CLG;Banten;Kab.;Serang;Lebak Wangi;Tirem;42181;A
19029;CXP10000;CXP10000;CXP10000;CXP;Jawa Tengah;Kab.;Cilacap;Cilacap Tengah;Gunungsimping;53224;A
19030;CXP10000;CXP10001;CXP10001;CXP;Jawa Tengah;Kab.;Cilacap;Cilacap Selatan;Cilacap;53211;A
19031;CXP10000;CXP10001;CXP10001;CXP;Jawa Tengah;Kab.;Cilacap;Cilacap Selatan;Sidakaya;53212;A
19032;CXP10000;CXP10001;CXP10001;CXP;Jawa Tengah;Kab.;Cilacap;Cilacap Selatan;Tambakreja;53213;A
19033;CXP10000;CXP10001;CXP10001;CXP;Jawa Tengah;Kab.;Cilacap;Cilacap Selatan;Tegalkamulyan;53215;A
19034;CXP10000;CXP10001;CXP10001;CXP;Jawa Tengah;Kab.;Cilacap;Cilacap Selatan;Tegalrejo;53215;A
19035;CXP10000;CXP10002;CXP10002;CXP;Jawa Tengah;Kab.;Cilacap;Cilacap Tengah;Donan;53222;A
19036;CXP10000;CXP10002;CXP10002;CXP;Jawa Tengah;Kab.;Cilacap;Cilacap Tengah;Gunungsimping;53224;A
19037;CXP10000;CXP10002;CXP10002;CXP;Jawa Tengah;Kab.;Cilacap;Cilacap Tengah;Kutawaru;53225;A
19038;CXP10000;CXP10002;CXP10002;CXP;Jawa Tengah;Kab.;Cilacap;Cilacap Tengah;Lomanis;53221;A
19039;CXP10000;CXP10002;CXP10002;CXP;Jawa Tengah;Kab.;Cilacap;Cilacap Tengah;Sidanegara;53223;A
19040;CXP10000;CXP10003;CXP10003;CXP;Jawa Tengah;Kab.;Cilacap;Cilacap Utara;Gumilir;53231;A
19041;CXP10000;CXP10003;CXP10003;CXP;Jawa Tengah;Kab.;Cilacap;Cilacap Utara;Karangtalun;53234;A
19042;CXP10000;CXP10003;CXP10003;CXP;Jawa Tengah;Kab.;Cilacap;Cilacap Utara;Kebonmanis;53235;A
19043;CXP10000;CXP10003;CXP10003;CXP;Jawa Tengah;Kab.;Cilacap;Cilacap Utara;Mertasinga;53232;A
19044;CXP10000;CXP10003;CXP10003;CXP;Jawa Tengah;Kab.;Cilacap;Cilacap Utara;Tritih Kulon;53233;A
19045;CXP10017;CXP10004;CXP10004;CXP;Jawa Tengah;Kab.;Cilacap;Cipari;Caruy;53262;C
19046;CXP10017;CXP10004;CXP10004;CXP;Jawa Tengah;Kab.;Cilacap;Cipari;Cipari;53262;C
19047;CXP10017;CXP10004;CXP10004;CXP;Jawa Tengah;Kab.;Cilacap;Cipari;Cisuru;53262;C
19048;CXP10017;CXP10004;CXP10004;CXP;Jawa Tengah;Kab.;Cilacap;Cipari;Karangreja;53262;C
19049;CXP10017;CXP10004;CXP10004;CXP;Jawa Tengah;Kab.;Cilacap;Cipari;Kutasari;53262;C
19050;CXP10017;CXP10004;CXP10004;CXP;Jawa Tengah;Kab.;Cilacap;Cipari;Mekarsari;53262;C
19051;CXP10017;CXP10004;CXP10004;CXP;Jawa Tengah;Kab.;Cilacap;Cipari;Mulyadadi;53262;C
19052;CXP10017;CXP10004;CXP10004;CXP;Jawa Tengah;Kab.;Cilacap;Cipari;Pegadingan;53262;C
19053;CXP10017;CXP10004;CXP10004;CXP;Jawa Tengah;Kab.;Cilacap;Cipari;Segaralangu;53262;C
19054;CXP10017;CXP10004;CXP10004;CXP;Jawa Tengah;Kab.;Cilacap;Cipari;Serang;53262;C
19055;CXP10017;CXP10004;CXP10004;CXP;Jawa Tengah;Kab.;Cilacap;Cipari;Sidasari;53262;C
19056;CXP10023;CXP10006;CXP10006;CXP;Jawa Tengah;Kab.;Cilacap;Gandrungmangu;Bulusari;53254;C
19057;CXP10023;CXP10006;CXP10006;CXP;Jawa Tengah;Kab.;Cilacap;Gandrungmangu;Cinangsi;53254;C
19058;CXP10023;CXP10006;CXP10006;CXP;Jawa Tengah;Kab.;Cilacap;Gandrungmangu;Cisumur;53254;C
19059;CXP10023;CXP10006;CXP10006;CXP;Jawa Tengah;Kab.;Cilacap;Gandrungmangu;Gandrungmangu;53254;C
19060;CXP10023;CXP10006;CXP10006;CXP;Jawa Tengah;Kab.;Cilacap;Gandrungmangu;Gandrungmanis;53254;C
