;;;;;Data Destinasi Nasional;;;;;;
No;CODING ACUAN;DEST;SYS-CODE;"3
Code";PROVINSI;KABUPATEN / KOTA;NAMA KAB/KOTA;KECAMATAN;KELURAHAN;kode pos; ZONA 
57110;PLW20103;PLW20125;PLW20125;PLW;Sulawesi Tengah;Kab.;Banggai;Mantoh;Sobol Baru;94771;D
57111;PLW20103;PLW20125;PLW20125;PLW;Sulawesi Tengah;Kab.;Banggai;Mantoh;Sulubombong;94771;D
57112;PLW20103;PLW20126;PLW20126;PLW;Sulawesi Tengah;Kab.;Banggai;Masama;Cemerlang;94772;D
57113;PLW20103;PLW20126;PLW20126;PLW;Sulawesi Tengah;Kab.;Banggai;Masama;Duata Karya;94772;D
57114;PLW20103;PLW20126;PLW20126;PLW;Sulawesi Tengah;Kab.;Banggai;Masama;Eteng;94772;D
57115;PLW20103;PLW20126;PLW20126;PLW;Sulawesi Tengah;Kab.;Banggai;Masama;Kembang Mentha (Merta/Menta);94772;D
57116;PLW20103;PLW20126;PLW20126;PLW;Sulawesi Tengah;Kab.;Banggai;Masama;Kospa Buata Karya (Dwata Karya);94772;D
57117;PLW20103;PLW20126;PLW20126;PLW;Sulawesi Tengah;Kab.;Banggai;Masama;Minangandala;94772;D
57118;PLW20103;PLW20126;PLW20126;PLW;Sulawesi Tengah;Kab.;Banggai;Masama;Padangan;94772;D
57119;PLW20103;PLW20126;PLW20126;PLW;Sulawesi Tengah;Kab.;Banggai;Masama;Purwo Agung;94772;D
57120;PLW20103;PLW20126;PLW20126;PLW;Sulawesi Tengah;Kab.;Banggai;Masama;Rangga-Rangga;94772;D
57121;PLW20103;PLW20126;PLW20126;PLW;Sulawesi Tengah;Kab.;Banggai;Masama;Seresa;94772;D
57122;PLW20103;PLW20126;PLW20126;PLW;Sulawesi Tengah;Kab.;Banggai;Masama;Simpangan;94772;D
57123;PLW20103;PLW20126;PLW20126;PLW;Sulawesi Tengah;Kab.;Banggai;Masama;Tangabean (Tangeban);94772;D
57124;PLW20103;PLW20126;PLW20126;PLW;Sulawesi Tengah;Kab.;Banggai;Masama;Taugi;94772;D
57125;PLW20103;PLW20126;PLW20126;PLW;Sulawesi Tengah;Kab.;Banggai;Masama;Tompotika Makmur;94772;D
57126;PLW20103;PLW20127;PLW20127;PLW;Sulawesi Tengah;Kab.;Banggai;Moilong;Arga Kencana;94765;D
57127;PLW20103;PLW20127;PLW20127;PLW;Sulawesi Tengah;Kab.;Banggai;Moilong;Argo Mulyo;94765;D
57128;PLW20103;PLW20127;PLW20127;PLW;Sulawesi Tengah;Kab.;Banggai;Moilong;Bumi Harjo;94765;D
57129;PLW20103;PLW20127;PLW20127;PLW;Sulawesi Tengah;Kab.;Banggai;Moilong;Karang Anyar;94765;D
57130;PLW20103;PLW20127;PLW20127;PLW;Sulawesi Tengah;Kab.;Banggai;Moilong;Karya Jaya;94765;D
57131;PLW20103;PLW20127;PLW20127;PLW;Sulawesi Tengah;Kab.;Banggai;Moilong;Minahaki;94765;D
57132;PLW20103;PLW20127;PLW20127;PLW;Sulawesi Tengah;Kab.;Banggai;Moilong;Minakarya;94765;D
57133;PLW20103;PLW20127;PLW20127;PLW;Sulawesi Tengah;Kab.;Banggai;Moilong;Moilong;94765;D
57134;PLW20103;PLW20127;PLW20127;PLW;Sulawesi Tengah;Kab.;Banggai;Moilong;Mulio Harjo;94765;D
57135;PLW20103;PLW20127;PLW20127;PLW;Sulawesi Tengah;Kab.;Banggai;Moilong;Saluan;94765;D
57136;PLW20103;PLW20127;PLW20127;PLW;Sulawesi Tengah;Kab.;Banggai;Moilong;Selamet Raharjo;94765;D
57137;PLW20103;PLW20127;PLW20127;PLW;Sulawesi Tengah;Kab.;Banggai;Moilong;Sido Makmur;94765;D
57138;PLW20103;PLW20127;PLW20127;PLW;Sulawesi Tengah;Kab.;Banggai;Moilong;Sidoharjo;94765;D
57139;PLW20103;PLW20127;PLW20127;PLW;Sulawesi Tengah;Kab.;Banggai;Moilong;Sumber Harjo;94765;D
57140;PLW20103;PLW20127;PLW20127;PLW;Sulawesi Tengah;Kab.;Banggai;Moilong;Toili;94765;D
57141;PLW20103;PLW20127;PLW20127;PLW;Sulawesi Tengah;Kab.;Banggai;Moilong;Tou;94765;D
57142;PLW20103;PLW20128;PLW20128;PLW;Sulawesi Tengah;Kab.;Banggai;Nambo;Koyoan;94761;D
57143;PLW20103;PLW20128;PLW20128;PLW;Sulawesi Tengah;Kab.;Banggai;Nambo;Koyoan Permai;94761;D
57144;PLW20103;PLW20128;PLW20128;PLW;Sulawesi Tengah;Kab.;Banggai;Nambo;Lontio;94761;D
57145;PLW20103;PLW20128;PLW20128;PLW;Sulawesi Tengah;Kab.;Banggai;Nambo;Lontio Baru;94761;D
57146;PLW20103;PLW20128;PLW20128;PLW;Sulawesi Tengah;Kab.;Banggai;Nambo;Lumbe;94761;D
57147;PLW20103;PLW20128;PLW20128;PLW;Sulawesi Tengah;Kab.;Banggai;Nambo;Nambo Bosaa;94761;D
57148;PLW20103;PLW20128;PLW20128;PLW;Sulawesi Tengah;Kab.;Banggai;Nambo;Nambo Lempek;94761;D
57149;PLW20103;PLW20128;PLW20128;PLW;Sulawesi Tengah;Kab.;Banggai;Nambo;Nambo Lempek Baru;94761;D
57150;PLW20103;PLW20128;PLW20128;PLW;Sulawesi Tengah;Kab.;Banggai;Nambo;Nambo Padang;94761;D
57151;PLW20103;PLW20128;PLW20128;PLW;Sulawesi Tengah;Kab.;Banggai;Nambo;Padungnyo;94761;D
57152;PLW20103;PLW20128;PLW20128;PLW;Sulawesi Tengah;Kab.;Banggai;Nambo;Sayangbongin;94761;D
57153;PLW20103;PLW20129;PLW20129;PLW;Sulawesi Tengah;Kab.;Banggai;Nuhon;Balaang;94753;D
57154;PLW20103;PLW20129;PLW20129;PLW;Sulawesi Tengah;Kab.;Banggai;Nuhon;Bangketa;94753;D
57155;PLW20103;PLW20129;PLW20129;PLW;Sulawesi Tengah;Kab.;Banggai;Nuhon;Batu Hitam;94753;D
57156;PLW20103;PLW20129;PLW20129;PLW;Sulawesi Tengah;Kab.;Banggai;Nuhon;Bella;94753;D
57157;PLW20103;PLW20129;PLW20129;PLW;Sulawesi Tengah;Kab.;Banggai;Nuhon;Binohu;94753;D
57158;PLW20103;PLW20129;PLW20129;PLW;Sulawesi Tengah;Kab.;Banggai;Nuhon;Bolobungkang;94753;D
57159;PLW20103;PLW20129;PLW20129;PLW;Sulawesi Tengah;Kab.;Banggai;Nuhon;Damai Makmur;94753;D
57160;PLW20103;PLW20129;PLW20129;PLW;Sulawesi Tengah;Kab.;Banggai;Nuhon;Jaya Makmur;94753;D
57161;PLW20103;PLW20129;PLW20129;PLW;Sulawesi Tengah;Kab.;Banggai;Nuhon;Kabua Dua;94753;D
57162;PLW20103;PLW20129;PLW20129;PLW;Sulawesi Tengah;Kab.;Banggai;Nuhon;Mantan B;94753;D
57163;PLW20103;PLW20129;PLW20129;PLW;Sulawesi Tengah;Kab.;Banggai;Nuhon;Obok Balingara;94753;D
57164;PLW20103;PLW20129;PLW20129;PLW;Sulawesi Tengah;Kab.;Banggai;Nuhon;Pakowa Bunta (Pokowa Bunta);94753;D
57165;PLW20103;PLW20129;PLW20129;PLW;Sulawesi Tengah;Kab.;Banggai;Nuhon;Petak;94753;D
57166;PLW20103;PLW20129;PLW20129;PLW;Sulawesi Tengah;Kab.;Banggai;Nuhon;Pimbombo (Pibombo);94753;D
57167;PLW20103;PLW20129;PLW20129;PLW;Sulawesi Tengah;Kab.;Banggai;Nuhon;Pulo Dalagan;94753;D
57168;PLW20103;PLW20129;PLW20129;PLW;Sulawesi Tengah;Kab.;Banggai;Nuhon;Saiti;94753;D
57169;PLW20103;PLW20129;PLW20129;PLW;Sulawesi Tengah;Kab.;Banggai;Nuhon;Sumber Agung;94753;D
57170;PLW20103;PLW20129;PLW20129;PLW;Sulawesi Tengah;Kab.;Banggai;Nuhon;Temeang (Tomeang);94753;D
57171;PLW20103;PLW20129;PLW20129;PLW;Sulawesi Tengah;Kab.;Banggai;Nuhon;Tetesulu;94753;D
57172;PLW20103;PLW20129;PLW20129;PLW;Sulawesi Tengah;Kab.;Banggai;Nuhon;Tobelombang;94753;D
57173;PLW20103;PLW20130;PLW20130;PLW;Sulawesi Tengah;Kab.;Banggai;Simpang Raya;Beringin Jaya;94753;D
57174;PLW20103;PLW20130;PLW20130;PLW;Sulawesi Tengah;Kab.;Banggai;Simpang Raya;Doda Bunta;94753;D
57175;PLW20103;PLW20130;PLW20130;PLW;Sulawesi Tengah;Kab.;Banggai;Simpang Raya;Dowiwi;94753;D
57176;PLW20103;PLW20130;PLW20130;PLW;Sulawesi Tengah;Kab.;Banggai;Simpang Raya;Dwipa Karya;94753;D
57177;PLW20103;PLW20130;PLW20130;PLW;Sulawesi Tengah;Kab.;Banggai;Simpang Raya;Gonohop;94753;D
57178;PLW20103;PLW20130;PLW20130;PLW;Sulawesi Tengah;Kab.;Banggai;Simpang Raya;Koninis;94753;D
57179;PLW20103;PLW20130;PLW20130;PLW;Sulawesi Tengah;Kab.;Banggai;Simpang Raya;Lokait;94753;D
57180;PLW20103;PLW20130;PLW20130;PLW;Sulawesi Tengah;Kab.;Banggai;Simpang Raya;Mantan A;94753;D
57181;PLW20103;PLW20130;PLW20130;PLW;Sulawesi Tengah;Kab.;Banggai;Simpang Raya;Rantau Jaya;94753;D
57182;PLW20103;PLW20130;PLW20130;PLW;Sulawesi Tengah;Kab.;Banggai;Simpang Raya;Simpang Dua;94753;D
57183;PLW20103;PLW20130;PLW20130;PLW;Sulawesi Tengah;Kab.;Banggai;Simpang Raya;Simpang Satu;94753;D
57184;PLW20103;PLW20130;PLW20130;PLW;Sulawesi Tengah;Kab.;Banggai;Simpang Raya;Sumber Mulia;94753;D
57185;PLW20117;PLW20131;PLW20131;PLW;Sulawesi Tengah;Kab.;Banggai;Toili Barat;Bukit Makarti;94765;D
57186;PLW20117;PLW20131;PLW20131;PLW;Sulawesi Tengah;Kab.;Banggai;Toili Barat;Bumi Harapan;94765;D
57187;PLW20117;PLW20131;PLW20131;PLW;Sulawesi Tengah;Kab.;Banggai;Toili Barat;Dongin;94765;D
57188;PLW20117;PLW20131;PLW20131;PLW;Sulawesi Tengah;Kab.;Banggai;Toili Barat;Gunung Kramat;94765;D
57189;PLW20117;PLW20131;PLW20131;PLW;Sulawesi Tengah;Kab.;Banggai;Toili Barat;Kami Wangi;94765;D
57190;PLW20117;PLW20131;PLW20131;PLW;Sulawesi Tengah;Kab.;Banggai;Toili Barat;Karya Makmur;94765;D
57191;PLW20117;PLW20131;PLW20131;PLW;Sulawesi Tengah;Kab.;Banggai;Toili Barat;Lembah Kramat;94765;D
57192;PLW20117;PLW20131;PLW20131;PLW;Sulawesi Tengah;Kab.;Banggai;Toili Barat;Makapa;94765;D
57193;PLW20117;PLW20131;PLW20131;PLW;Sulawesi Tengah;Kab.;Banggai;Toili Barat;Mantawa;94765;D
57194;PLW20117;PLW20131;PLW20131;PLW;Sulawesi Tengah;Kab.;Banggai;Toili Barat;Mantawa Bonebae (Bonebai);94765;D
57195;PLW20117;PLW20131;PLW20131;PLW;Sulawesi Tengah;Kab.;Banggai;Toili Barat;Mekar Jaya;94765;D
57196;PLW20117;PLW20131;PLW20131;PLW;Sulawesi Tengah;Kab.;Banggai;Toili Barat;Mekar Sari;94765;D
57197;PLW20117;PLW20131;PLW20131;PLW;Sulawesi Tengah;Kab.;Banggai;Toili Barat;Pandan Wangi;94765;D
57198;PLW20117;PLW20131;PLW20131;PLW;Sulawesi Tengah;Kab.;Banggai;Toili Barat;Pasir Lamba;94765;D
57199;PLW20117;PLW20131;PLW20131;PLW;Sulawesi Tengah;Kab.;Banggai;Toili Barat;Rata;94765;D
57200;PLW20117;PLW20131;PLW20131;PLW;Sulawesi Tengah;Kab.;Banggai;Toili Barat;Sindang Sari;94765;D
57201;PLW20117;PLW20131;PLW20131;PLW;Sulawesi Tengah;Kab.;Banggai;Toili Barat;Uwelolu;94765;D
57202;PLW20200;PLW20200;PLW20200;PLW;Sulawesi Tengah;Kab.;Poso;Poso Kota;Gebang Rejo;94619;B
57203;PLW20200;PLW20200;PLW20200;PLW;Sulawesi Tengah;Kab.;Poso;Poso Kota;Kayamanya;94617;B
57204;PLW20200;PLW20200;PLW20200;PLW;Sulawesi Tengah;Kab.;Poso;Poso Kota;Moengko Baru;94618;B
57205;PLW20200;PLW20200;PLW20200;PLW;Sulawesi Tengah;Kab.;Poso;Poso Kota;Moengko Lama;94618;B
57206;PLW20200;PLW20206;PLW20206;PLW;Sulawesi Tengah;Kab.;Poso;Lage;Bategencu;94661;C
57207;PLW20200;PLW20206;PLW20206;PLW;Sulawesi Tengah;Kab.;Poso;Lage;Labuadago;94661;C
57208;PLW20200;PLW20206;PLW20206;PLW;Sulawesi Tengah;Kab.;Poso;Lage;Labuan;94661;C
57209;PLW20200;PLW20206;PLW20206;PLW;Sulawesi Tengah;Kab.;Poso;Lage;Malei;94661;C
57210;PLW20200;PLW20206;PLW20206;PLW;Sulawesi Tengah;Kab.;Poso;Lage;Maliwuko;94661;C
57211;PLW20200;PLW20206;PLW20206;PLW;Sulawesi Tengah;Kab.;Poso;Lage;Pandiri;94661;C
57212;PLW20200;PLW20206;PLW20206;PLW;Sulawesi Tengah;Kab.;Poso;Lage;Rato'ombu;94661;C
57213;PLW20200;PLW20206;PLW20206;PLW;Sulawesi Tengah;Kab.;Poso;Lage;Sepe;94661;C
57214;PLW20200;PLW20206;PLW20206;PLW;Sulawesi Tengah;Kab.;Poso;Lage;Silanca;94661;C
57215;PLW20200;PLW20206;PLW20206;PLW;Sulawesi Tengah;Kab.;Poso;Lage;Sintuwulemba;94661;C
57216;PLW20200;PLW20206;PLW20206;PLW;Sulawesi Tengah;Kab.;Poso;Lage;Tagolu;94661;C
57217;PLW20200;PLW20206;PLW20206;PLW;Sulawesi Tengah;Kab.;Poso;Lage;Tambaro;94661;C
57218;PLW20200;PLW20206;PLW20206;PLW;Sulawesi Tengah;Kab.;Poso;Lage;Tampemadoro;94661;C
57219;PLW20200;PLW20206;PLW20206;PLW;Sulawesi Tengah;Kab.;Poso;Lage;Tongko;94661;C
57220;PLW20200;PLW20206;PLW20206;PLW;Sulawesi Tengah;Kab.;Poso;Lage;Toyado;94661;C
57221;PLW20200;PLW20206;PLW20206;PLW;Sulawesi Tengah;Kab.;Poso;Lage;Watuawu;94661;C
57222;PLW20200;PLW20208;PLW20208;PLW;Sulawesi Tengah;Kab.;Poso;Lore Utara;Alitupu;94653;D
57223;PLW20200;PLW20208;PLW20208;PLW;Sulawesi Tengah;Kab.;Poso;Lore Utara;Bumi Banyubaru;94653;D
57224;PLW20200;PLW20208;PLW20208;PLW;Sulawesi Tengah;Kab.;Poso;Lore Utara;Bumi Banyusari;94653;D
57225;PLW20200;PLW20208;PLW20208;PLW;Sulawesi Tengah;Kab.;Poso;Lore Utara;Dodolo;94653;D
57226;PLW20200;PLW20208;PLW20208;PLW;Sulawesi Tengah;Kab.;Poso;Lore Utara;Sedoa;94653;D
57227;PLW20200;PLW20208;PLW20208;PLW;Sulawesi Tengah;Kab.;Poso;Lore Utara;Watumaeta;94653;D
57228;PLW20200;PLW20208;PLW20208;PLW;Sulawesi Tengah;Kab.;Poso;Lore Utara;Wuasa;94653;D
57229;PLW20200;PLW20209;PLW20209;PLW;Sulawesi Tengah;Kab.;Poso;Lore Selatan;Badangkaiya (Badangkaia);94654;D
57230;PLW20200;PLW20209;PLW20209;PLW;Sulawesi Tengah;Kab.;Poso;Lore Selatan;Bakekau;94654;D
57231;PLW20200;PLW20209;PLW20209;PLW;Sulawesi Tengah;Kab.;Poso;Lore Selatan;Bewa;94654;D
57232;PLW20200;PLW20209;PLW20209;PLW;Sulawesi Tengah;Kab.;Poso;Lore Selatan;Bomba;94654;D
57233;PLW20200;PLW20209;PLW20209;PLW;Sulawesi Tengah;Kab.;Poso;Lore Selatan;Bulili;94654;D
57234;PLW20200;PLW20209;PLW20209;PLW;Sulawesi Tengah;Kab.;Poso;Lore Selatan;Gintu;94654;D
57235;PLW20200;PLW20209;PLW20209;PLW;Sulawesi Tengah;Kab.;Poso;Lore Selatan;Pada;94654;D
57236;PLW20200;PLW20209;PLW20209;PLW;Sulawesi Tengah;Kab.;Poso;Lore Selatan;Runde;94654;D
57237;PLW20212;PLW20212;PLW20212;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Selatan;Bancea;94664;D
57238;PLW20212;PLW20212;PLW20212;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Selatan;Bangun Jaya;94664;D
57239;PLW20212;PLW20212;PLW20212;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Selatan;Boe;94664;D
57240;PLW20212;PLW20212;PLW20212;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Selatan;Maya Jaya;94664;D
57241;PLW20212;PLW20212;PLW20212;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Selatan;Maya Sari;94664;D
57242;PLW20212;PLW20212;PLW20212;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Selatan;Mayoa;94664;D
57243;PLW20212;PLW20212;PLW20212;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Selatan;Panda Jaya;94664;D
57244;PLW20212;PLW20212;PLW20212;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Selatan;Pandayora;94664;D
57245;PLW20212;PLW20212;PLW20212;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Selatan;Panjo;94664;D
57246;PLW20212;PLW20212;PLW20212;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Selatan;Pasir Putih;94664;D
57247;PLW20212;PLW20212;PLW20212;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Selatan;Pendolo;94664;D
57248;PLW20212;PLW20212;PLW20212;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Selatan;Uelene;94664;D
57249;PLW20212;PLW20213;PLW20213;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Utara;Kuku;94663;D
57250;PLW20212;PLW20213;PLW20213;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Utara;Lena;94663;D
57251;PLW20212;PLW20213;PLW20213;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Utara;Panjoka;94663;D
57252;PLW20212;PLW20213;PLW20213;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Utara;Petirodongi;94663;D
57253;PLW20212;PLW20213;PLW20213;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Utara;Sangira;94663;D
57254;PLW20212;PLW20213;PLW20213;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Utara;Saojo;94663;D
57255;PLW20212;PLW20213;PLW20213;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Utara;Sawidago;94663;D
57256;PLW20212;PLW20213;PLW20213;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Utara;Sulewana;94663;D
57257;PLW20212;PLW20213;PLW20213;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Utara;Tendeadongi;94663;D
57258;PLW20212;PLW20213;PLW20213;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Utara;Uelincu;94663;D
57259;PLW20212;PLW20215;PLW20215;PLW;Sulawesi Tengah;Kab.;Poso;Poso Pesisir;Bega;94652;C
57260;PLW20212;PLW20215;PLW20215;PLW;Sulawesi Tengah;Kab.;Poso;Poso Pesisir;Betania;94652;C
57261;PLW20212;PLW20215;PLW20215;PLW;Sulawesi Tengah;Kab.;Poso;Poso Pesisir;Kasinguncu;94652;C
57262;PLW20212;PLW20215;PLW20215;PLW;Sulawesi Tengah;Kab.;Poso;Poso Pesisir;Lanto Jaya;94652;C
57263;PLW20212;PLW20215;PLW20215;PLW;Sulawesi Tengah;Kab.;Poso;Poso Pesisir;Lape;94652;C
57264;PLW20212;PLW20215;PLW20215;PLW;Sulawesi Tengah;Kab.;Poso;Poso Pesisir;Mapane;94652;C
57265;PLW20212;PLW20215;PLW20215;PLW;Sulawesi Tengah;Kab.;Poso;Poso Pesisir;Masamba;94652;C
57266;PLW20212;PLW20215;PLW20215;PLW;Sulawesi Tengah;Kab.;Poso;Poso Pesisir;Masani;94652;C
57267;PLW20212;PLW20215;PLW20215;PLW;Sulawesi Tengah;Kab.;Poso;Poso Pesisir;Pinedapa;94652;C
57268;PLW20212;PLW20215;PLW20215;PLW;Sulawesi Tengah;Kab.;Poso;Poso Pesisir;Saatu;94652;C
57269;PLW20212;PLW20215;PLW20215;PLW;Sulawesi Tengah;Kab.;Poso;Poso Pesisir;Tiwaa;94652;C
57270;PLW20212;PLW20215;PLW20215;PLW;Sulawesi Tengah;Kab.;Poso;Poso Pesisir;Toini;94652;C
57271;PLW20212;PLW20215;PLW20215;PLW;Sulawesi Tengah;Kab.;Poso;Poso Pesisir;Tokorondo;94652;C
57272;PLW20212;PLW20215;PLW20215;PLW;Sulawesi Tengah;Kab.;Poso;Poso Pesisir;Towu;94652;C
57273;PLW20212;PLW20215;PLW20215;PLW;Sulawesi Tengah;Kab.;Poso;Poso Pesisir;Ueralulu;94652;C
57274;PLW20212;PLW20221;PLW20221;PLW;Sulawesi Tengah;Kab.;Poso;Lore Tengah;Baleura (Baliura);94653;D
57275;PLW20212;PLW20221;PLW20221;PLW;Sulawesi Tengah;Kab.;Poso;Lore Tengah;Bariri;94653;D
57276;PLW20212;PLW20221;PLW20221;PLW;Sulawesi Tengah;Kab.;Poso;Lore Tengah;Doda;94654;D
57277;PLW20212;PLW20221;PLW20221;PLW;Sulawesi Tengah;Kab.;Poso;Lore Tengah;Hanggira;94654;D
57278;PLW20212;PLW20221;PLW20221;PLW;Sulawesi Tengah;Kab.;Poso;Lore Tengah;Katu;94653;D
57279;PLW20212;PLW20221;PLW20221;PLW;Sulawesi Tengah;Kab.;Poso;Lore Tengah;Lempe;94654;D
57280;PLW20212;PLW20221;PLW20221;PLW;Sulawesi Tengah;Kab.;Poso;Lore Tengah;Rompo;94653;D
57281;PLW20212;PLW20221;PLW20221;PLW;Sulawesi Tengah;Kab.;Poso;Lore Tengah;Torire;94653;D
57282;PLW20212;PLW20222;PLW20222;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Timur;Didiri;94663;D
57283;PLW20212;PLW20222;PLW20222;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Timur;Kamba;94664;D
57284;PLW20212;PLW20222;PLW20222;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Timur;Kancuu;94663;D
57285;PLW20212;PLW20222;PLW20222;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Timur;Kelei;94663;D
57286;PLW20212;PLW20222;PLW20222;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Timur;Magapu;94663;D
57287;PLW20212;PLW20222;PLW20222;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Timur;Masewe;94664;D
57288;PLW20212;PLW20222;PLW20222;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Timur;Matialemba;94663;D
57289;PLW20212;PLW20222;PLW20222;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Timur;Olumokunde;94664;D
57290;PLW20212;PLW20222;PLW20222;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Timur;Pancasila;94664;D
57291;PLW20212;PLW20222;PLW20222;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Timur;Petiro;94664;D
57292;PLW20212;PLW20222;PLW20222;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Timur;Poleganyara;94663;D
57293;PLW20212;PLW20222;PLW20222;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Timur;Taripa;94664;D
57294;PLW20212;PLW20222;PLW20222;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Timur;Tiu;94663;D
57295;PLW20200;PLW20223;PLW20223;PLW;Sulawesi Tengah;Kab.;Poso;Lore Barat;Kageroa;94654;D
57296;PLW20200;PLW20223;PLW20223;PLW;Sulawesi Tengah;Kab.;Poso;Lore Barat;Kolori;94654;D
57297;PLW20200;PLW20223;PLW20223;PLW;Sulawesi Tengah;Kab.;Poso;Lore Barat;Lelio;94654;D
57298;PLW20200;PLW20223;PLW20223;PLW;Sulawesi Tengah;Kab.;Poso;Lore Barat;Lengkeka;94654;D
57299;PLW20200;PLW20223;PLW20223;PLW;Sulawesi Tengah;Kab.;Poso;Lore Barat;Tomehipi;94654;D
57300;PLW20200;PLW20223;PLW20223;PLW;Sulawesi Tengah;Kab.;Poso;Lore Barat;Tuare;94654;D
57301;PLW20200;PLW20224;PLW20224;PLW;Sulawesi Tengah;Kab.;Poso;Lore Piore;Betue;94653;D
57302;PLW20200;PLW20224;PLW20224;PLW;Sulawesi Tengah;Kab.;Poso;Lore Piore;Siliwanga;94653;D
57303;PLW20200;PLW20224;PLW20224;PLW;Sulawesi Tengah;Kab.;Poso;Lore Piore;Talabosa;94653;D
57304;PLW20200;PLW20224;PLW20224;PLW;Sulawesi Tengah;Kab.;Poso;Lore Piore;Wanga;94653;D
57305;PLW20200;PLW20224;PLW20224;PLW;Sulawesi Tengah;Kab.;Poso;Lore Piore;Watutau;94653;D
57306;PLW20200;PLW20225;PLW20225;PLW;Sulawesi Tengah;Kab.;Poso;Lore Timur;Kalemago;94653;D
57307;PLW20200;PLW20225;PLW20225;PLW;Sulawesi Tengah;Kab.;Poso;Lore Timur;Maholo;94653;D
57308;PLW20200;PLW20225;PLW20225;PLW;Sulawesi Tengah;Kab.;Poso;Lore Timur;Mekarsari;94653;D
57309;PLW20200;PLW20225;PLW20225;PLW;Sulawesi Tengah;Kab.;Poso;Lore Timur;Tamadue;94653;D
57310;PLW20200;PLW20225;PLW20225;PLW;Sulawesi Tengah;Kab.;Poso;Lore Timur;Winowanga;94653;D
57311;PLW20200;PLW20226;PLW20226;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Barat;Meko;94664;D
57312;PLW20200;PLW20226;PLW20226;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Barat;Owini;94663;D
57313;PLW20200;PLW20226;PLW20226;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Barat;Salukaia;94664;D
57314;PLW20200;PLW20226;PLW20226;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Barat;Taipa;94664;D
57315;PLW20200;PLW20226;PLW20226;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Barat;Toinasa;94663;D
57316;PLW20200;PLW20226;PLW20226;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Barat;Uranosari;94663;D
57317;PLW20200;PLW20227;PLW20227;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Puselemba;Buyumpondoli;94663;D
57318;PLW20200;PLW20227;PLW20227;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Puselemba;Dulumai;94663;D
57319;PLW20200;PLW20227;PLW20227;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Puselemba;Leboni;94663;D
57320;PLW20200;PLW20227;PLW20227;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Puselemba;Mayakeli;94663;D
57321;PLW20200;PLW20227;PLW20227;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Puselemba;Pamona;94663;D
57322;PLW20200;PLW20227;PLW20227;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Puselemba;Peura;94663;D
57323;PLW20200;PLW20227;PLW20227;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Puselemba;Sangele;94663;D
57324;PLW20200;PLW20227;PLW20227;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Puselemba;Soe;94663;D
57325;PLW20200;PLW20227;PLW20227;PLW;Sulawesi Tengah;Kab.;Poso;Pamona Puselemba;Tentena;94663;D
